qac_root_norm	frozen_root_norm	furuq_root_id	furuq_root_norm	furuq_source_root_norm	furuq_resolution	occurrences	statuses	root_correction_statuses	qac_match_modes	sample_refs	sample_surfaces	sample_qac_lemmas
ف خ ر	ف خ ر	root_001135	ف خ ر	ف خ ر	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	4:36:46|11:10:17|31:18:19|55:14:6|57:20:11|57:23:19	فَخُورًا|فَخُورٌ|فَخُورٍ|ٱلْفَخَّارِ|تَفَاخُرٌ	فَخُور|فَخَّار|تَفَاخُر
ف د ي	ف د ي	root_001136	ف د ي	ف د ي	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	2:184:20|2:196:35|2:229:39|3:91:19|10:54:12|13:18:24|37:107:2|39:47:15	فِدْيَةٌۭ|فِدْيَةٌ|ٱفْتَدَتْ|ٱفْتَدَىٰ|ٱفْتَدَوْا|فَدَيْنَٰهُ|ٱفْتَدَوْا۟|فِدَآءً	فِدْيَة|ٱفْتَدَىٰ|فَدَيْ|فِدَآء
ف ر ت	ف ر ت	root_001137	ف ر ت	ف ر ت	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	25:53:8|35:12:7|77:27:9	فُرَاتٌ|فُرَاتًۭا	فُرَات
ف ر ث	ف ر ث	root_001138	ف ر ث	ف ر ث	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	16:66:14	فَرْثٍ	فَرْث
ف ر ج	ف ر ج	root_001139	ف ر ج	ف ر ج	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	21:91:4|23:5:5|24:30:9|24:31:10|33:35:35|50:6:16|66:12:7|70:29:5	فَرْجَهَا|فُرُوجِهِمْ|فُرُوجَهُمْ|فُرُوجَهُنَّ|فُرُوجٍ|فُرِجَتْ	فَرْج|فُرِجَتْ
ف ر ح	ف ر ح	root_001140	ف ر ح	ف ر ح	source_root_norm	22	same_word_same_root:22	unchanged:22	surface_or_stem_match:22	3:120:9|3:170:1|3:188:4|6:44:14|9:50:19|9:81:1|10:22:21|10:58:12	يَفْرَحُوا|فَرِحِينَ|يَفْرَحُونَ|فَرِحُوا۟|فَرِحُونَ|فَرِحَ|فَرِحُوا|يَفْرَحُوا۟	فَرِحَ|فَرِح|فَرِحَ|فَرِح
ف ر د	ف ر د	root_001141	ف ر د	ف ر د	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	19:80:7|19:95:6|21:89:9|34:46:12	فَرْدًا|فَرْدًۭا|فُرَٰدَىٰ	فَرْد|فُرَٰدَىٰ
ف ر ر	ف ر ر	root_001142	ف ر ر	ف ر ر	source_root_norm	10	same_word_same_root:10	unchanged:10	surface_or_stem_match:10	18:18:26|26:21:2|33:13:31|33:16:4|33:16:6|51:50:2|71:6:6|74:51:1	فِرَارًا|فَرَرْتُ|فِرَارًۭا|ٱلْفِرَارُ|فَرَرْتُم|فِرُّوٓا۟|فَرَّتْ|ٱلْمَفَرُّ	فِرَار|فَرَّتْ|مَفَرّ
ف ر ش	ف ر ش	root_001143	ف ر ش	ف ر ش	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	2:22:5|6:142:6|51:48:3|55:54:3|56:34:2|101:4:5	فِرَٰشًۭا|فَرْشًا|فَرَشْنَٰهَا|فُرُشٍۭ|فُرُشٍۢ|ٱلْفَرَاشِ	فِرَٰش|فَرْش|فَرَشْ|فَرَاش
ف ر ض	ف ر ض	root_001144	ف ر ض	ف ر ض	source_root_norm	17	same_word_same_root:17	unchanged:17	surface_or_stem_match:17	2:68:15|2:197:6|2:236:11|2:236:14|2:237:10|2:237:13|2:237:17|4:7:24	فَارِضٌ|فَرَضَ|تَفْرِضُوا|فَرِيضَةً|فَرَضْتُمْ|مَفْرُوضًا|فَرَضْنَٰهَا|فَرَضْنَا	فَارِض|فَرَضَ|فَرِيضَة|فَرَضَ|فَرَضَ|مَّفْرُوض|فَرِيضَة|فَرِيضَة
ف ر ط	ف ر ط	root_001145	ف ر ط	ف ر ط	source_root_norm	8	same_word_same_root:8	unchanged:8	surface_or_stem_match:8	6:31:18|6:38:17|6:61:20|12:80:23|16:62:23|18:28:37|20:45:6|39:56:8	فَرَّطْنَا|يُفَرِّطُونَ|فَرَّطْتُمْ|مُّفْرَطُونَ|فُرُطًۭا|يَفْرُطَ|فَرَّطتُ	فَرَّط|مُّفْرَطُون|فُرُط|يَفْرُطَ
ف ر ع	ف ر ع	root_001146	ف ر ع	ف ر ع	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	14:24:15	فَرْعُهَا	فَرْع
ف ر غ	ف ر غ	root_001147	ف ر غ	ف ر غ	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	2:250:10|7:126:14|18:96:17|28:10:6|55:31:1|94:7:3	أَفْرِغْ|أُفْرِغْ|فَٰرِغًا|سَنَفْرُغُ|فَرَغْتَ	أَفْرِغْ|فَٰرِغ|فَرَغْ
ف ر ق	ف ر ق	root_001148	ف ر ق	ف ر ق	source_root_norm	67	same_word_same_root:67	disputed:67	surface_or_stem_match:67	2:50:3|2:53:7|2:75:9|2:85:8|2:87:35|2:87:38|2:100:6|2:101:12	فَرَقْنَا|ٱلْفُرْقَانَ|فَرِيقٌۭ|فَرِيقًۭا|فَرِيقًا|فَرِيقٌ|يُفَرِّقُونَ|نُفَرِّقُ	فَرَقْ|فُرْقَان|فَرِيق|فَرِيق|فَرِيق|فَرَّقُ|تَفَرَّقَ|تَفْرِيق|فِرْقَة
ف ر ه	ف ر ه	root_001149	ف ر ه	ف ر ه	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	26:149:6	فَٰرِهِينَ	فَٰرِهِين
ف ر ي	ف ر ي	root_001150	ف ر ي	ف ر ي	source_root_norm	28	same_word_same_root:28	unchanged:28	surface_or_stem_match:28	3:94:3|4:48:23|6:21:5|6:93:5|6:138:26|6:140:15|6:144:31|7:37:5	ٱفْتَرَىٰ|ٱفْتَرَىٰٓ|ٱفْتِرَآءً|ٱفْتَرَيْنَا|افْتَرَىٰ|مُفْتَرَيَٰتٍۢ|ٱفْتَرَيْتُهُۥ|مُفْتَرُونَ	ٱفْتَرَىٰ|ٱفْتِرَآء|مُفْتَرَيَٰت|ٱفْتَرَىٰ|ٱفْتَرَىٰ|مُفْتَرُون|مُفْتَر|فَرِيّ|مُّفْتَرًى
ف ز ز	ف ز ز	root_001151	ف ز ز	ف ز ز	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	17:64:2	ٱسْتَفْزِزْ	يَسْتَفِزَّ
ف ز ع	ف ز ع	root_001152	ف ز ع	ف ز ع	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	21:103:3|27:87:7|27:89:12|34:23:13|34:51:5|38:22:6	ٱلْفَزَعُ|فَزِعَ|فَزَعٍۢ|فُزِّعَ|فَزِعُوا۟	فَزَع|فَزِعَ|فُزِّعَ
ف س ح	ف س ح	root_001153	ف س ح	ف س ح	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	58:11:8|58:11:13	تَفَسَّحُوا۟|يَفْسَحِ	تَفَسَّحُ|يَفْسَحِ|يَفْسَحِ
ف س د	ف س د	root_001154	ف س د	ف س د	source_root_norm	39	same_word_same_root:39	unchanged:39	surface_or_stem_match:39	2:12:4|2:30:16|2:60:35|2:205:8|2:205:19|2:220:22|2:251:29|3:63:9	ٱلْمُفْسِدُونَ|يُفْسِدُ|مُفْسِدِينَ|يُفْسِدَ|ٱلْفَسَادَ|ٱلْمُفْسِدَ|فَسَدَتِ|ٱلْمُفْسِدِينَ	مُفْسِد|أَفْسَدُ|فَسَاد|فَسَدَتِ
ف س ر	ف س ر	root_001155	ف س ر	ف س ر	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	25:33:12	تَفْسِيرًا	تَفْسِير
ف س ق	ف س ق	root_001156	ف س ق	ف س ق	source_root_norm	54	same_word_same_root:54	unchanged:54	surface_or_stem_match:54	2:26:47|2:59:22|2:99:13|2:197:14|2:282:154|3:82:9|3:110:32|5:3:42	ٱلْفَٰسِقِينَ|يَفْسُقُونَ|ٱلْفَٰسِقُونَ|فُسُوقَ|فُسُوقٌۢ|الْفَاسِقُونَ|فِسْقٌ|فَٰسِقُونَ	فَاسِق|فَسَقَ|فُسُوق|فِسْق
ف ش ل	ف ش ل	root_001157	ف ش ل	ف ش ل	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	3:122:6|3:152:13|8:43:12|8:46:10	تَفْشَلَا|فَشِلْتُمْ|تَفْشَلُوا۟	فَشِلْ
ف ص ح	ف ص ح	root_001158	ف ص ح	ف ص ح	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	28:34:5	أَفْصَحُ	أَفْصَح
ف ص ل	ف ص ل	root_001159	ف ص ل	ف ص ل	source_root_norm	41	same_word_same_root:41	unchanged:41	surface_or_stem_match:41	2:233:46|2:249:3|6:55:4|6:97:16|6:98:13|6:114:12|6:119:13|6:126:7	فِصَالًا|فَصَلَ|نُفَصِّلُ|فَصَّلْنَا|مُفَصَّلًۭا|فَصَّلَ|تَفْصِيلَاً|فَصَّلْنَٰهُ	فِصَال|فَصَلَ|فَصَّلَ|مُفَصَّل|تَفْصِيل|مُّفَصَّلَٰت|فَصْل
ف ص م	ف ص م	root_001160	ف ص م	ف ص م	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	2:256:26	ٱنفِصَامَ	ٱنفِصَام
ف ض ض	ف ض ض	root_001162	ف ض ض	ف ض ض	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	3:159:17|43:33:19|62:11:7|76:15:7|76:16:3|76:21:11	ٱنفَضُّوا|فِضَّةٍۢ|انْفَضُّوا|فِضَّةٍ	ٱنفَضُّ|فِضَّة
ف ض ل	ف ض ل	root_001163	ف ض ل	ف ض ل	source_root_norm	104	same_word_same_root:104	unchanged:104	surface_or_stem_match:104	2:47:11|2:64:8|2:90:16|2:105:28|2:122:11|2:198:6|2:237:37|2:243:25	فَضَّلْتُكُمْ|فَضْلُ|فَضْلِهِۦ|الْفَضْلِ|فَضْلًا|الْفَضْلَ|فَضْلٍ|فَضَّلْنَا	فَضَّلَ|فَضْل|فَضْل|فَضْل|فَضَّلَ|فَضْل|فَضَّلَ|فَضَّلَ|تَفْضِيل|يَتَفَضَّلَ|فَضْل|فَضْل|فَضْل
ف ض و	ف ض و	root_001164	ف ض و	ف ض و	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	4:21:6	أَفْضَىٰ	أَفْضَىٰ
ف ط ر	ف ط ر	root_001165	ف ط ر	ف ط ر	source_root_norm	18	same_word_same_root:18	unchanged:18	surface_or_stem_match:18	6:14:6|6:79:6|11:51:12|12:101:11|14:10:6|17:51:13|20:72:11|21:56:9	فَاطِرِ|فَطَرَ|فَطَرَنِىٓ|فَاطِرَ|فَطَرَكُمْ|فَطَرَنَا|فَطَرَهُنَّ|فِطْرَتَ	فَاطِر|فَطَرَ|فِطْرَت|فَطَرَ|فُطُور|مُنفَطِر|ٱنفَطَرَتْ
ف ظ ظ	ف ظ ظ	root_001166	ف ظ ظ	ف ظ ظ	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	3:159:13	فَظًّا	فَظّ
ف ع ل	ف ع ل	root_001167	ف ع ل	ف ع ل	source_root_norm	108	same_word_same_root:108	unchanged:108	surface_or_stem_match:108	2:24:4|2:24:7|2:68:23|2:71:28|2:85:41|2:197:22|2:215:23|2:231:24	تَفْعَلُوا۟|ٱفْعَلُوا|يَفْعَلُونَ|يَفْعَلُ|تَفْعَلُوا|يَفْعَلْ|فَعَلْنَ|يَفْعَلُوا۟	فَعَلَ|فَعَلَ|فَعَلَ|مَفْعُول|فَعَّال|فَاعِل|فِعْل|فَعَلَ|فَعْلَت|فَعَلَ
ف ق د	ف ق د	root_001168	ف ق د	ف ق د	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	12:72:2|27:20:2	نَفْقِدُ|تَفَقَّدَ	تَفْقِدُ|تَفَقَّدَ
ف ق ر	ف ق ر	root_001169	ف ق ر	ف ق ر	source_root_norm	14	same_word_same_root:14	unchanged:14	surface_or_stem_match:14	2:268:3|2:271:12|2:273:2|3:181:10|4:6:35|4:135:24|9:60:4|22:28:25	ٱلْفَقْرَ|الْفُقَرَاءَ|لْفُقَرَآءِ|فَقِيرٌ|فَقِيرًۭا|ٱلْفُقَرَآءِ|ٱلْفَقِيرَ|فُقَرَآءَ	فَقْر|فَقِير|فَاقِرَة
ف ق ع	ف ق ع	root_001170	ف ق ع	ف ق ع	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	2:69:15	فَاقِعٌ	فَاقِع
ف ق ه	ف ق ه	root_001171	ف ق ه	ف ق ه	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	11:91:5	نَفْقَهُ	يَفْقَهُ
ف ك ر	ف ك ر	root_001172	ف ك ر	ف ك ر	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	74:18:2	فَكَّرَ	فَكَّرَ
ف ك ك	ف ك ك	root_001173	ف ك ك	ف ك ك	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	90:13:1|98:1:10	فَكُّ|مُنفَكِّينَ	فَكّ|مُنفَكِّين
ف ك ه	ف ك ه	root_001174	ف ك ه	ف ك ه	source_root_norm	18	same_word_same_root:18	unchanged:18	surface_or_stem_match:18	23:19:12|36:55:7|36:57:4|37:42:1|38:51:6|43:73:3|44:27:5|44:55:5	فَوَٰكِهُ|فَٰكِهُونَ|فَٰكِهَةٌۭ|فَٰكِهَةٍۢ|فَٰكِهِينَ|فَٰكِهَةٍ|فَوَٰكِهَ|فَٰكِهَةًۭ	فَوَٰكِه|فَٰكِهِين|فَٰكِهَة|فَكِهِين
ف ل ح	ف ل ح	root_001175	ف ل ح	ف ل ح	source_root_norm	13	same_word_same_root:13	unchanged:13	surface_or_stem_match:13	6:21:15|6:135:19|10:17:15|10:77:12|12:23:25|20:64:9|20:69:15|23:1:2	يُفْلِحُ|أَفْلَحَ	أَفْلَحَ
ف ل ق	ف ل ق	root_001176	ف ل ق	ف ل ق	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	6:95:3|6:96:1|26:63:11|113:1:4	فَالِقُ|ٱنفَلَقَ|ٱلْفَلَقِ	فَالِق|ٱنفَلَقَ|فَلَق
ف ل ك	ف ل ك	root_001177	ف ل ك	ف ل ك	source_root_norm	25	same_word_same_root:25	unchanged:25	surface_or_stem_match:25	2:164:13|7:64:9|10:22:12|10:73:9|11:37:3|11:38:3|14:32:22|16:14:18	ٱلْفُلْكِ|ٱلْفُلْكَ|فَلَكٍ|ٱلْفُلْكُ|فَلَكٍۢ	فُلْك|فَلَك
ف ل ن	ف ل ن	root_001178	ف ل ن	ف ل ن	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	25:28:6	فُلَانًا	فُلَان
ف ن ن	ف ن ن	root_001180	ف ن ن	ف ن ن	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	55:48:2	أَفْنَانٍ	أَفْنَان
ف ن ي	ف ن ي	root_001181	ف ن ي	ف ن ي	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	55:26:4	فَانٍۢ	فَان
ف ه م	ف ه م	root_001182	ف ه م	ف ه م	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	21:79:2	فَهَّمْنَٰهَا	فَهَّمْ
ف و ت	ف و ت	root_001183	ف و ت	ف و ت	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	3:153:23|34:51:8|57:23:6|60:11:3	فَاتَكُمْ|فَوْتَ	فَاتَ|فَوْت
ف و ج	ف و ج	root_001184	ف و ج	ف و ج	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	27:83:7|38:59:2|67:8:8|78:18:7|110:2:8	فَوْجًۭا|فَوْجٌ|أَفْوَاجًۭا	فَوْج
ف و ر	ف و ر	root_001185	ف و ر	ف و ر	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	3:125:9|11:40:6|23:27:16|67:7:10	فَوْرِهِمْ|فَارَ|تَفُورُ	فَوْر|فَارَ
ف و ز	ف و ز	root_001186	ف و ز	ف و ز	source_root_norm	24	same_word_same_root:24	unchanged:24	surface_or_stem_match:24	3:185:21|3:188:20|4:13:20|4:73:22|4:73:23|5:119:25|6:16:10|9:72:26	فَازَ|مَفَازَةٍ|ٱلْفَوْزُ|أَفُوزَ|فَوْزًا|الْفَوْزُ|مَفَازًا	فَازَ|مَفَازَة|فَوْز|فَازَ|فَوْز|مَفَاز
ف و ض	ف و ض	root_001187	ف و ض	ف و ض	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	40:44:7	أُفَوِّضُ	أُفَوِّضُ
ف و ق	ف و ق	root_001188	ف و ق	ف و ق	source_root_norm	43	same_word_same_root:43	unchanged:43	surface_or_stem_match:43	2:26:12|2:63:7|2:93:7|2:212:15|3:55:20|4:11:14|4:154:3|5:66:17	فَوْقَهَا|فَوْقَكُمُ|فَوْقَهُمْ|فَوْقَ|فَوْقَهُمُ|فَوْقِهِمْ|فَوْقِكُمْ|أَفَاقَ	فَوْق|أَفَاقَ|فَوْق|فَوْق|فَوْق|فَوَاق
ف و م	ف و م	root_001189	ف و م	ف و م	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	2:61:25	فُومِهَا	فُوم
ف و ه	ف و ه	root_001190	ف و ه	ف و ه	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	13:14:23|24:15:8	فَاهُ|أَفْوَاهِكُم	فَا|أَفْوَٰه
ف ي ء	ف ي ء	root_001191	ف ي ء	ف ي أ	root_norm_unique	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	2:226:11|33:50:16|49:9:21|49:9:27|59:6:3|59:7:2	فَاءُوا|أَفَآءَ|تَفِىٓءَ|فَآءَتْ|أَفَآءَ	فَآءُ|أَفَآءَ|فَآءُ|فَآءُ
ف ي ض	ف ي ض	root_001192	ف ي ض	ف ي ض	source_root_norm	7	same_word_same_root:7	unchanged:7	surface_or_stem_match:7	2:198:11|2:199:2|2:199:5|5:83:10|7:50:8|9:92:19|24:14:16	أَفَضْتُمْ|أَفِيضُوا|أَفَاضَ|تَفِيضُ|أَفِيضُوا۟	أَفَاضَ|أَفَاضَ|أَفَاضَ|تَفِيضُ
ف ي ل	ف ي ل	root_001193	ف ي ل	ف ي ل	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	105:1:8	ٱلْفِيلِ	فِيل
ق ب ر	ق ب ر	root_001195	ق ب ر	ق ب ر	source_root_norm	8	same_word_same_root:8	unchanged:8	surface_or_stem_match:8	9:84:13|22:7:14|35:22:20|60:13:21|80:21:4|82:4:3|100:9:8|102:2:3	قَبْرِهِۦٓ|ٱلْقُبُورِ|أَقْبَرَهُۥ|ٱلْقُبُورُ|ٱلْمَقَابِرَ	قَبْر|أَقْبَرَ|مَقَابِر
ق ب س	ق ب س	root_001196	ق ب س	ق ب س	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	20:10:16|27:7:17|57:13:10	قَبَسٍ|قَبَسٍۢ|نَقْتَبِسْ	قَبَس|نَقْتَبِسْ
ق ب ض	ق ب ض	root_001197	ق ب ض	ق ب ض	source_root_norm	8	same_word_same_root:8	unchanged:8	surface_or_stem_match:8	2:245:15|2:283:12|9:67:14|20:96:9|20:96:10|25:46:2|25:46:4|67:19:9	يَقْبِضُ|مَقْبُوضَةٌ|يَقْبِضُونَ|قَبَضْتُ|قَبْضَةً|قَبَضْنَٰهُ|قَبْضًۭا|يَقْبِضْنَ	قَبَضْ|مَّقْبُوضَة|قَبَضْ|قَبْضَة|قَبَضْ|قَبْض
ق ب ل	ق ب ل	root_001198	ق ب ل	ق ب ل	source_root_norm	288	same_word_same_root:288	unchanged:288	surface_or_stem_match:288	2:4:12|2:21:11|2:25:27|2:48:12|2:89:14|2:91:35|2:108:11|2:118:17	قَبْلِكَ|قَبْلِكُمْ|قَبْلُ|يُقْبَلُ|قَبْلِهِم|تَقَبَّلْ|قِبْلَةً|قِبْلَةَ	قَبْل|يَقْبَلُ|تَقَبَّلَ|قِبْلَة|قِبْلَة|قِبْلَة|قِبْلَة|قِبَل|قَبُول|تَقَبَّلَ|تَقَبَّلَ|تَقَبَّلَ
ق ت ر	ق ت ر	root_001199	ق ت ر	ق ت ر	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	2:236:22|10:26:11|17:100:16|80:41:2	الْمُقْتِرِ|قَتَرٌ|قَتُورًۭا|قَتَرَةٌ	مُقْتِر|قَتَر|قَتُور|قَتَرَة
ق ت ل	ق ت ل	root_001200	ق ت ل	ق ت ل	source_root_norm	121	same_word_same_root:121	unchanged:121	surface_or_stem_match:121	2:54:20|2:61:67|2:72:3|2:85:4|2:87:39|2:91:31|2:154:6|2:178:9	ٱقْتُلُوٓا۟|يَقْتُلُونَ|قَتَلْتُمْ|تَقْتُلُونَ|يُقْتَلُ|ٱلْقَتْلَى|ٱقْتُلُوهُمْ|ٱلْقَتْلِ	قَتَلَ|قَتْلَى|قَتَلَ|قَتْل|قَٰتَلَ|قَٰتَلَ|قَٰتَلَ|قَتَلَ|قِتَال|قِتَال|قِتَال|قَتْل|قَٰتَلَ|ٱقْتَتَلَ|ٱقْتَتَلَ|قَٰتَلَ
ق ث ء	ق ث ء	root_001201	ق ث ء	ق ث أ	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	2:61:23	قِثَّائِهَا	قِثَّآئ
ق ح م	ق ح م	root_001202	ق ح م	ق ح م	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	38:59:3|90:11:3	مُّقْتَحِمٌ|ٱقْتَحَمَ	مُّقْتَحِم|ٱقْتَحَمَ
ق د ح	ق د ح	root_001203	ق د ح	ق د ح	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	100:2:3	قَدْحًۭا	قَدْح
ق د د	ق د د	root_001204	ق د د	ق د د	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	12:25:5|72:11:11	قَدَّتْ|قِدَدًۭا	قُدَّ|قِدَد
ق د ر	ق د ر	root_001205	ق د ر	ق د ر	source_root_norm	132	same_word_same_root:132	unchanged:132	surface_or_stem_match:132	2:20:31|2:106:20|2:109:37|2:148:23|2:236:19|2:236:23|2:259:78|2:264:40	قَدِيرٌۭ|قَدِيرٌ|قَدَرُهُ|يَقْدِرُونَ|قَدِيرًا|تَقْدِرُوا۟|قَدِيرٌۢ|قَادِرٌ	قَدِير|قَدَر|قَدَر|قَدَرَ|قَادِر|قَدَرَ|قَدْر|تَقْدِير|قَدَّرَ|مِقْدَار
ق د س	ق د س	root_001206	ق د س	ق د س	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	2:30:27|2:87:23|2:253:25|5:110:18|16:102:4|20:12:10|59:23:9|62:1:12	نُقَدِّسُ|ٱلْقُدُسِ|ٱلْمُقَدَّسِ|ٱلْقُدُّوسُ|ٱلْقُدُّوسِ|ٱلْمُقَدَّسِ	نُقَدِّسُ|قُدُس|مُقَدَّس|قُدُّوس
ق د م	ق د م	root_001207	ق د م	ق د م	source_root_norm	42	same_word_same_root:42	unchanged:42	surface_or_stem_match:42	2:95:7|2:110:9|2:223:10|2:250:15|3:147:18|3:182:4|4:62:8|5:80:10	قَدَّمَتْ|تُقَدِّمُوا|قَدِّمُوا۟|أَقْدَامَنَا|ٱلْأَقْدَامَ|قَدَمَ|يَقْدُمُ|قَدَّمْتُمْ	قَدَّمَ|قَدَم|قَدِمْ|قَدِيم|تَقَدَّمَ
ق د و	ق د و	root_001208	ق د و	ق د و	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	6:90:8|43:23:24	ٱقْتَدِهْ|مُّقْتَدُونَ	ٱقْتَدِهْ|مُّقْتَدُون
ق ذ ف	ق ذ ف	root_001209	ق ذ ف	ق ذ ف	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	20:39:2|20:39:6|20:87:15|21:18:2|33:26:11|34:48:4|34:53:8|37:8:7	ٱقْذِفِيهِ|قَذَفْنَٰهَا|نَقْذِفُ|قَذَفَ|يَقْذِفُ|يَقْذِفُونَ|يُقْذَفُونَ	قَذَفَ|قَذَفَ|قَذَفَ
ق ر ء	ق ر ء	root_001210	ق ر ء	ق ر ء	source_root_norm	28	same_word_same_root:28	disputed:8|unchanged:20	surface_or_stem_match:28	2:228:7|7:204:3|10:61:11|13:31:4|15:1:6|16:98:3|17:14:1|17:45:3	قُرُوٓءٍۢ|قُرِئَ|قُرْءَانٍ|قُرْءَانًۭا|قَرَأْتَ|ٱقْرَأْ|قُرْءَانَ|لِتَقْرَأَهُۥ	قُرُوٓء|قَرَأَ|قُرْءَان|قُرْءَان|قُرْءَان
