rank	path_family_id	family_score	label_hint	members	ayahs	roots	core_branches	optional_branches	representative_path_id	construction_paths
106	PF0106	0.4761	soil / ecology / levelness / sterility	16	1,2,3,4,5,6,7,8,9,10,11	ث و ر ج م ع ح ب ب ح ص ل خ ب ر ر ب ب ش د د ش ه د ص ب ح ض ب ح ع د و ع ل م غ ي ر ق د ح ك ن د ن ق ع و ر ي	خ ب ر:B002@11:لين الأرض ومائها | ك ن د:B003@6:الأرض التي لا تنبت | ن ق ع:B007@4:نقاع الأرض القيعان السهلة	ر ب ب:B012@6,11:ربة نبات | ع د و:B010@1:العَدْواء في صلابة المكان واضطرابه | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ق د ح:B009@2:رخص أطراف النبت	P1683	P1683[ن ق ع:B007→ك ن د:B003 ; ن ق ع:B007→ر ب ب:B012 ; ق د ح:B009→ر ب ب:B012 ; ع د و:B010→ك ن د:B003 ; ن ق ع:B007→خ ب ر:B002] | P0804[ن ق ع:B007→خ ب ر:B002 ; ح ب ب:B008→خ ب ر:B002 ; ث و ر:B007→ح ب ب:B008 ; ث و ر:B007→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005 ; ن ق ع:B007→ك ن د:B003 ; ع د و:B010→ك ن د:B003] | P1091[ن ق ع:B007→ك ن د:B003 ; ق د ح:B001→ك ن د:B003 ; ض ب ح:B003→ق د ح:B001 ; ن ق ع:B007→خ ب ر:B002 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004] | P1107[ن ق ع:B007→ك ن د:B003 ; ن ق ع:B007→ج م ع:B011 ; ج م ع:B011→ح ص ل:B005 ; ن ق ع:B007→خ ب ر:B002 ; ع د و:B010→ك ن د:B003 ; ش ه د:B007→ح ص ل:B005]
107	PF0107	0.4736	cattle / livestock / ox / bovine	10	1,3,4,6,7,8,9,10,11	ب ع ث ر ث و ر ح ب ب ح ص ل ر ب ب ش د د ش ه د ص ب ح ص د ر ع د و ع ل م غ ي ر ق ب ر ن ق ع	ث و ر:B004@4:الثور: ذكر البقر | ر ب ب:B014@6,11:رَبْرَب قطيع | ص د ر:B001@10:الصدر الجارحة وما يتصل بها	ح ب ب:B010@8:الحبحاب الصغير القصير | ع ل م:B006@9:طائر جارح يسمى العلام | ق ب ر:B003@9:القُبَّرة الطائر	P1578	P1578[ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ص د ر:B001 ; ث و ر:B004→ق ب ر:B003 ; ع ل م:B006→ق ب ر:B003] | P1366[ر ب ب:B014→ح ب ب:B010 ; ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ق ب ر:B003 ; ع ل م:B006→ق ب ر:B003 ; غ ي ر:B004→ع ل م:B006] | P1768[ث و ر:B004→ر ب ب:B014 ; ر ب ب:B014→ح ب ب:B005 ; ح ب ب:B005→ع ل م:B004 ; ث و ر:B004→ص د ر:B001] | P1811[ن ق ع:B003→ر ب ب:B014 ; ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ص د ر:B001 ; ب ع ث ر:B003→ص د ر:B001]
108	PF0108	0.4729	fire / gambling / retrieval / broth	12	1,2,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ق د ح ك ن د و س ط	ر ب ب:B010@6,11:ربابة تجمع القداح | ض ب ح:B003@1:إحراق أعالي العود | ق د ح:B005@2:غرف ما في القدر	ب ع ث ر:B003@9:هدم الحوض وقلب أسفله أعلاه | ث و ر:B005@4:ثورة الأقط: قطعة جامدة | ج م ع:B008@5:القيد الذي يجمع اليدين إلى العنق | ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به | ح ص ل:B004@10:موضع يجتمع فيه الطعام في جوف الطائر | ر ب ب:B009@6,11:شاة رُبّى وحداثة | ش د د:B002@8:شدة القوة والصلابة | ش ه د:B006@7:الخارج عند الولادة والإدراك | ص ب ح:B003@3:الصبوح	P1023	P1023[ق د ح:B005→ر ب ب:B010 ; ج م ع:B008→ر ب ب:B010 ; ض ب ح:B003→ق د ح:B005 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004 ; ق د ح:B005→ص ب ح:B003] | P1963[ك ن د:B001→ش د د:B002 ; و س ط:B006→ك ن د:B001 ; ش ه د:B006→ش د د:B002 ; ر ب ب:B009→ش ه د:B006] | P1118[ق د ح:B005→ر ب ب:B010 ; ث و ر:B005→ر ب ب:B010 ; ث و ر:B005→ج م ع:B012 ; ض ب ح:B003→ق د ح:B005 ; ض ب ح:B003→ح ب ب:B011 ; ح ب ب:B011→ح ص ل:B004] | P2322[ق د ح:B005→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; ق د ح:B005→ب ع ث ر:B003 ; ب ع ث ر:B003→ص د ر:B002]
109	PF0109	0.4725	aggregation / exhumation / result / heraldry	111	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ب ع ث ر:B001@9:قلب التراب وكشف المدفون | ث و ر:B002@4:إثارة الشيء وتحريكه من موضعه | ع ل م:B002@9:أثر يميز الشيء ويهدي إليه	ج م ع:B001@5:ضم المتفرق حتى يصير شيئا مجموعا | ح ص ل:B001@10:جمع الشيء حتى يظهر حاصله | ح ص ل:B002@10:استخراج اللب أو النفيس من غلافه | ر ب ب:B002@6,11:إصلاح وتربية وإتمام | ر ب ب:B003@6,11:علم رباني | ر ب ب:B007@6,11:لزوم وإقامة ودوام | ش ه د:B008@7:العلامة الشاهدة | ق ب ر:B001@9:مواراة الميت في القبر | و ر ي:B005@2:ستر الشيء وجعله وراء الظهور	P1289	P1289[ث و ر:B002→ر ب ب:B007 ; ث و ر:B002→ب ع ث ر:B001 ; ث و ر:B002→ع ل م:B002 ; ب ع ث ر:B001→ح ص ل:B002 ; ج م ع:B001→ع ل م:B002] | P0153[ص ب ح:B010→ص د ر:B004 ; ح ص ل:B001→ص د ر:B004 ; ج م ع:B001→ح ص ل:B001 ; و ر ي:B005→ح ص ل:B001 ; و ر ي:B005→خ ب ر:B001 ; ش ه د:B002→خ ب ر:B001 ; ج م ع:B001→ع ل م:B002 ; ث و ر:B002→ع ل م:B002 ; ر ب ب:B003→خ ب ر:B001] | P0087[ج م ع:B001→ق ب ر:B002 ; ج م ع:B001→ح ص ل:B001 ; ج م ع:B001→ع ل م:B002 ; ث و ر:B002→ع ل م:B002 ; ث و ر:B002→ب ع ث ر:B001 ; ر ب ب:B002→ب ع ث ر:B001 ; ق د ح:B002→ق ب ر:B002 ; ض ب ح:B003→ق د ح:B002 ; ق د ح:B002→ش د د:B002] | P0224[ع د و:B004→غ ي ر:B005 ; ع د و:B004→ر ب ب:B015 ; ر ب ب:B015→ب ع ث ر:B001 ; ث و ر:B002→ب ع ث ر:B001 ; ث و ر:B002→ع ل م:B002 ; ج م ع:B001→ع ل م:B002 ; ج م ع:B001→ح ص ل:B001 ; ش ه د:B008→ع ل م:B002 ; ب ع ث ر:B001→ق ب ر:B001]
110	PF0110	0.4723	alliance / complicity / collusion / honor	408	1,2,3,4,5,6,7,8,9,10,11	ء ن س ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ص ب ح ص د ر ض ب ح ع د و ع ل م غ ي ر ق ب ر ق د ح ك ن د ن ق ع و ر ي و س ط	ب ع ث ر:B002@9:تبديد المتاع وقلب بعضه على بعض | ج م ع:B013@5:ممالأة واجتماع مع غيرك على أمر	ح ب ب:B004@8:حبة القلب سويداؤه | ر ب ب:B004@6,11:ربة وجماعات كثيرة | ش د د:B001@8:شد العقد والوثاق | ص د ر:B005@10:المصادرة على مال | غ ي ر:B003@3:تغيير الصورة أو إبدال الشيء بغيره | غ ي ر:B004@3:الغَيْرة على الأهل | ق ب ر:B004@9:طرف الأنف في الغضب | ق د ح:B003@2:طعن في النسب | ق د ح:B010@2:اقتداح الأمر بالنظر والتدبير | ن ق ع:B009@4:نقعه بالشتم القبيح	P0141	P0141[ع د و:B004→غ ي ر:B005 ; ع د و:B004→ج م ع:B013 ; ج م ع:B013→ب ع ث ر:B002 ; ق د ح:B003→ب ع ث ر:B002 ; ج م ع:B013→ر ب ب:B004 ; ق د ح:B003→ن ق ع:B009 ; ج م ع:B013→ص د ر:B005 ; ح ب ب:B004→ب ع ث ر:B002 ; ج م ع:B013→ش د د:B004] | P0274[ج م ع:B005→ق ب ر:B004 ; ن ق ع:B009→ق ب ر:B004 ; ق د ح:B003→ن ق ع:B009 ; ق د ح:B003→غ ي ر:B002 ; ع د و:B006→غ ي ر:B002 ; ع د و:B006→ر ب ب:B009 ; ر ب ب:B009→ش ه د:B006 ; ش ه د:B006→ح ص ل:B005 ; خ ي ر:B006→ح ص ل:B005] | P0312[غ ي ر:B004→ع ل م:B004 ; غ ي ر:B004→ر ب ب:B005 ; و ر ي:B007→ر ب ب:B005 ; ح ب ب:B005→ع ل م:B004 ; غ ي ر:B004→ج م ع:B013 ; ج م ع:B013→ب ع ث ر:B002 ; و ر ي:B007→ص د ر:B003 ; ح ب ب:B005→خ ب ر:B005 ; ع د و:B011→خ ب ر:B005] | P0356[ء ن س:B003→ح ب ب:B002 ; ح ب ب:B002→ب ع ث ر:B002 ; ج م ع:B013→ب ع ث ر:B002 ; ث و ر:B004→ء ن س:B003 ; ث و ر:B004→ر ب ب:B014 ; ث و ر:B004→ص د ر:B001 ; ق د ح:B010→ج م ع:B013 ; غ ي ر:B003→ب ع ث ر:B002 ; ع د و:B004→ج م ع:B013]
111	PF0111	0.4721	stay / split / immobility / fissure	8	2,3,5,6,7,8,9,10,11	ب ع ث ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش د د ش ه د ع ل م غ ي ر ق ب ر ق د ح و س ط	ح ب ب:B005@8:البعير يلزم مكانه من عجز | ر ب ب:B007@6,11:لزوم وإقامة ودوام | ع ل م:B004@9:شق ظاهر في الشفة العليا	ج م ع:B013@5:ممالأة واجتماع مع غيرك على أمر	P1865	P1865[ع ل م:B004→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005 ; ح ب ب:B005→ع ل م:B004 ; ر ب ب:B007→ح ب ب:B005] | P1268[ر ب ب:B007→ح ب ب:B005 ; ح ب ب:B005→ع ل م:B004 ; ش د د:B004→ع ل م:B004 ; ج م ع:B013→ش د د:B004 ; ق د ح:B010→ج م ع:B013] | P1355[ر ب ب:B007→ح ب ب:B005 ; ح ب ب:B005→ع ل م:B004 ; ع ل م:B004→خ ب ر:B001 ; ش ه د:B002→خ ب ر:B001] | P2043[ج م ع:B005→ق ب ر:B004 ; ع ل م:B004→ق ب ر:B004 ; ح ب ب:B005→ع ل م:B004 ; ر ب ب:B007→ح ب ب:B005]
112	PF0112	0.4714	hydrology / well / land_water_sky/water_hydrology / abundance	11	1,3,4,5,6,7,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل خ ب ر خ ي ر ر ب ب ش ه د ض ب ح ع د و ع ل م غ ي ر ن ق ع	ج م ع:B010@5:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B013@6,11:ماء رَبَب كثير | ع ل م:B005@9:ماء كثير مجتمع في عيلم | ن ق ع:B001@4:استقرار الماء وما ينقع فيه	ب ع ث ر:B003@9:هدم الحوض وقلب أسفله أعلاه | ح ب ب:B008@8:حباب الماء فقاقيعه وطرائقه | خ ي ر:B001@8:الميل إلى الخير النافع | ر ب ب:B004@6,11:ربة وجماعات كثيرة	P1716	P1716[ن ق ع:B001→ج م ع:B010 ; ن ق ع:B001→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005 ; ن ق ع:B001→ح ب ب:B008 ; ج م ع:B010→ش ه د:B008] | P1617[ن ق ع:B001→ج م ع:B010 ; ن ق ع:B001→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005 ; ج م ع:B010→خ ي ر:B001 ; غ ي ر:B001→خ ي ر:B001] | P1635[ن ق ع:B001→ج م ع:B010 ; ن ق ع:B001→ح ب ب:B008 ; ج م ع:B010→ر ب ب:B004 ; ث و ر:B007→ح ب ب:B008 ; ث و ر:B007→ع ل م:B005] | P2052[ع د و:B010→خ ب ر:B002 ; ن ق ع:B001→خ ب ر:B002 ; ن ق ع:B001→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005]
113	PF0113	0.4708	kinship_society/household_community / multitude / thousand / surface	12	1,2,3,4,5,6,8,9,10,11	ث و ر ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ش د د ص ب ح ص د ر ع د و ع ل م ن ق ع و ر ي و س ط	ج م ع:B002@5:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B004@6,11:ربة وجماعات كثيرة | ع ل م:B005@9:ماء كثير مجتمع في عيلم | و س ط:B003@5:الدخول أو الجعل في الوسط	ث و ر:B007@4:ثور الماء: طحلب يعلو السطح | ح ب ب:B008@8:حباب الماء فقاقيعه وطرائقه | ر ب ب:B011@6,11:ربابة عهد وميثاق | ع د و:B003@1:العَدُوّ والعداوة | ع د و:B012@1:العَنْدَأْوَة في الالتواء والعسر | و س ط:B005@5:الوساطة بين الناس	P2217	P2217[و س ط:B003→ج م ع:B002 ; ج م ع:B002→ر ب ب:B004 ; ر ب ب:B004→ع ل م:B005 ; ع د و:B003→ج م ع:B002] | P0845[ج م ع:B002→ر ب ب:B004 ; ر ب ب:B004→ع ل م:B005 ; ث و ر:B007→ع ل م:B005 ; ث و ر:B007→ح ب ب:B008 ; ث و ر:B007→ص د ر:B003 ; و ر ي:B007→ص د ر:B003 ; و س ط:B003→ج م ع:B002] | P2231[و س ط:B003→ج م ع:B001 ; ج م ع:B001→ح ص ل:B001 ; ع د و:B012→و س ط:B003 ; ع د و:B012→ر ب ب:B011] | P2096[ج م ع:B002→ر ب ب:B004 ; ر ب ب:B004→ع ل م:B005 ; ن ق ع:B002→ع ل م:B005 ; ص ب ح:B002→ن ق ع:B002]
114	PF0114	0.4678	nurse / stepchild / grandchild / childcare	6	1,2,3,6,8,9,10,11	ح ب ب ر ب ب ش د د ص د ر ض ب ح ع د و ع ل م غ ي ر ق د ح و ر ي	ر ب ب:B005@6,11:ربيب وربيبة ورابة | ص د ر:B003@10:الصُّدور عن المورد | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	ح ب ب:B009@8:حبب الأسنان انتظام كالدرر | ح ب ب:B010@8:الحبحاب الصغير القصير | ش د د:B003@8:شد الحملة والعدو | ض ب ح:B005@1:الرماد | ع د و:B002@1:العَدْو والحَضْر | ع د و:B003@1:العَدُوّ والعداوة | ع د و:B007@1:العَوادي والعادية الشاغلة | ع ل م:B007@9:ذكر الضباع يسمى العيلام | غ ي ر:B002@3:الغَيْر في الدية | ق د ح:B004@2:أكال الشجر والسن	P2016	P2016[و ر ي:B007→ر ب ب:B005 ; و ر ي:B007→ص د ر:B003 ; ر ب ب:B005→ح ب ب:B010] | P1780[ع د و:B003→و ر ي:B007 ; و ر ي:B007→ر ب ب:B005 ; ع د و:B003→ش د د:B003 ; و ر ي:B007→ص د ر:B003] | P1942[ض ب ح:B005→ع ل م:B007 ; و ر ي:B007→ع ل م:B007 ; و ر ي:B007→ر ب ب:B005 ; و ر ي:B007→ص د ر:B003] | P2112[ع د و:B007→ص د ر:B003 ; و ر ي:B007→ص د ر:B003 ; و ر ي:B007→ر ب ب:B005 ; ع د و:B007→غ ي ر:B002]
115	PF0115	0.4573	hydrology / abundance / experience / water	14	1,2,3,4,5,6,8,9,11	ب ع ث ر ث و ر ج م ع ح ب ب خ ي ر ر ب ب ش د د ض ب ح ع د و ع ل م غ ي ر ق د ح ن ق ع و ر ي و س ط	ر ب ب:B013@6,11:ماء رَبَب كثير | ع ل م:B005@9:ماء كثير مجتمع في عيلم | ن ق ع:B008@4:شراب بأنقع مجرب للموارد	ث و ر:B007@4:ثور الماء: طحلب يعلو السطح | خ ي ر:B005@8:الكرم والهبة | ش د د:B003@8:شد الحملة والعدو | ع د و:B002@1:العَدْو والحَضْر	P1874	P1874[ن ق ع:B008→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005 ; ر ب ب:B013→ح ب ب:B008] | P2287[ع د و:B002→ش د د:B003 ; ع د و:B002→ج م ع:B010 ; ج م ع:B010→ر ب ب:B004 ; ع د و:B002→ض ب ح:B002] | P1456[خ ي ر:B005→ع ل م:B005 ; ر ب ب:B013→ع ل م:B005 ; ث و ر:B007→ر ب ب:B013 ; و س ط:B004→خ ي ر:B005 ; و ر ي:B006→و س ط:B004] | P1877[ث و ر:B001→ن ق ع:B004 ; ن ق ع:B004→ح ب ب:B008 ; ر ب ب:B013→ح ب ب:B008 ; ر ب ب:B013→ع ل م:B005]
116	PF0116	0.4523	mobility / satiation / water / coming	1	3,4,6,8,11	ح ب ب ر ب ب ص ب ح ن ق ع	ح ب ب:B005@8:البعير يلزم مكانه من عجز | ر ب ب:B007@6,11:لزوم وإقامة ودوام | ص ب ح:B002@3:الإتيان صباحا | ن ق ع:B002@4:ماء ينقع الغلة ويروي		P2468	P2468[ص ب ح:B002→ر ب ب:B007 ; ر ب ب:B007→ح ب ب:B005 ; ص ب ح:B002→ن ق ع:B002]
117	PF0117	0.4521	gambling / condition_force_change/control_restraint / chain / shackle	4	4,5,6,8,9,10,11	ب ع ث ر ج م ع ح ب ب ح ص ل ر ب ب ن ق ع	ج م ع:B008@5:القيد الذي يجمع اليدين إلى العنق | ح ب ب:B011@8:نار الحباحب شرر لا ينتفع به | ح ص ل:B004@10:موضع يجتمع فيه الطعام في جوف الطائر | ر ب ب:B010@6,11:ربابة تجمع القداح	ب ع ث ر:B002@9:تبديد المتاع وقلب بعضه على بعض | ح ب ب:B001@8:الحبة التي تنبت وتحمل الحب | ح ب ب:B004@8:حبة القلب سويداؤه | ح ص ل:B003@10:البقية والحثالة بعد الرفع أو الفصل | ر ب ب:B014@6,11:رَبْرَب قطيع | ن ق ع:B003@4:نقيعة طعام أو نحر أو لبن	P2386	P2386[ج م ع:B008→ح ص ل:B004 ; ج م ع:B008→ر ب ب:B010 ; ح ب ب:B011→ح ص ل:B004] | P2406[ج م ع:B008→ر ب ب:B010 ; ر ب ب:B010→ح ب ب:B001 ; ح ب ب:B001→ح ص ل:B003] | P2412[ج م ع:B008→ر ب ب:B010 ; ر ب ب:B010→ح ب ب:B004 ; ح ب ب:B004→ب ع ث ر:B002] | P2436[ن ق ع:B003→ح ص ل:B004 ; ح ب ب:B011→ح ص ل:B004 ; ن ق ع:B003→ر ب ب:B014]
118	PF0118	0.4503	kinship_society/household_community / sweetness / multitude / fruit	1	5,6,7,10,11	ج م ع ح ص ل ر ب ب ش ه د	ج م ع:B002@5:جماعة اجتمعت أو أخلاط ضمتها الجهة | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ر ب ب:B004@6,11:ربة وجماعات كثيرة | ش ه د:B007@7:الشَّهْد في الشمع		P2485	P2485[ج م ع:B002→ر ب ب:B004 ; ج م ع:B002→ش ه د:B007 ; ش ه د:B007→ح ص ل:B005]
119	PF0119	0.4491	rest / sleep / world / surface	5	1,2,3,4,6,7,8,9,11	ث و ر ح ب ب خ ب ر ر ب ب ش ه د ص ب ح ع د و ع ل م و ر ي	ث و ر:B007@4:ثور الماء: طحلب يعلو السطح | ر ب ب:B013@6,11:ماء رَبَب كثير | ص ب ح:B007@3:الصُّبْحة نوما | و ر ي:B008@2:الورى: الخلق على ظهر الأرض	ح ب ب:B006@8:الري حتى الامتلاء | خ ب ر:B003@11:إصلاح الأرض بالمخابرة | ر ب ب:B009@6,11:شاة رُبّى وحداثة | ر ب ب:B012@6,11:ربة نبات | ش ه د:B006@7:الخارج عند الولادة والإدراك | ع د و:B011@1:العَدَوِيّة من نبات الصيف | ع ل م:B005@9:ماء كثير مجتمع في عيلم | و ر ي:B001@2:داء يأكل الجوف أو يصيب الرئة	P2484	P2484[ث و ر:B007→ر ب ب:B013 ; و ر ي:B008→ث و ر:B007 ; و ر ي:B008→ص ب ح:B007] | P1944[و ر ي:B008→ث و ر:B007 ; ث و ر:B007→ر ب ب:B013 ; ر ب ب:B013→ع ل م:B005 ; و ر ي:B008→خ ب ر:B003] | P2383[ص ب ح:B007→ش ه د:B006 ; ر ب ب:B009→ش ه د:B006 ; و ر ي:B008→ص ب ح:B007] | P2463[ع د و:B011→ر ب ب:B012 ; ع د و:B011→ص ب ح:B007 ; و ر ي:B008→ص ب ح:B007]
120	PF0120	0.4464	alliance / sequence / complicity / cognition_perception/reasoning_decision	1	1,2,5,6,11	ج م ع ر ب ب ع د و ق د ح	ج م ع:B013@5:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B011@6,11:ربابة عهد وميثاق | ع د و:B008@1:العِداء في تعاقب الصيد | ق د ح:B010@2:اقتداح الأمر بالنظر والتدبير		P2518	P2518[ع د و:B008→ر ب ب:B011 ; ج م ع:B013→ر ب ب:B011 ; ق د ح:B010→ج م ع:B013]
121	PF0121	0.445	nurse / stepchild / grandchild / childcare	4	2,3,4,5,6,9,10,11	ث و ر ج م ع ح ص ل ر ب ب غ ي ر ق ب ر و ر ي	ث و ر:B006@4:ثور اسما لمكان أو قوم أو برج | ر ب ب:B005@6,11:ربيب وربيبة ورابة | ق ب ر:B003@9:القُبَّرة الطائر | و ر ي:B007@2:ولد الولد يأتي من وراء الابن	ج م ع:B007@5:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها | ج م ع:B011@5:نخل دقل اجتمع من النوى لا يعرف اسمه | ح ص ل:B005@10:بلح حصل من النخلة قبل اشتداده | ر ب ب:B006@6,11:رُبّ خاثر وإصلاح به | غ ي ر:B001@3:الصلاح والمنفعة بالميرة والسقي والإصلاح | ق ب ر:B001@9:مواراة الميت في القبر	P2420	P2420[ث و ر:B006→ر ب ب:B005 ; و ر ي:B007→ر ب ب:B005 ; ث و ر:B006→ق ب ر:B003] | P2350[و ر ي:B007→ر ب ب:B005 ; و ر ي:B007→ح ص ل:B005 ; ج م ع:B011→ح ص ل:B005] | P2404[ث و ر:B006→ر ب ب:B006 ; غ ي ر:B001→ر ب ب:B006 ; ث و ر:B006→ق ب ر:B003] | P2500[ج م ع:B007→ر ب ب:B005 ; و ر ي:B007→ر ب ب:B005 ; ج م ع:B007→ق ب ر:B001]
122	PF0122	0.4449	division / bisection / fraction / section	1	5,6,8,10,11	ح ب ب ر ب ب ص د ر و س ط	ح ب ب:B010@8:الحبحاب الصغير القصير | ر ب ب:B014@6,11:رَبْرَب قطيع | ص د ر:B006@10:الطائفة من الشيء | و س ط:B006@5:قطع الشيء نصفين		P2524	P2524[ر ب ب:B014→ح ب ب:B010 ; و س ط:B006→ح ب ب:B010 ; و س ط:B006→ص د ر:B006]
123	PF0123	0.4433	speech / abuse / defamation / attack	1	2,4,6,8,11	ح ب ب ر ب ب ق د ح ن ق ع	ح ب ب:B010@8:الحبحاب الصغير القصير | ر ب ب:B014@6,11:رَبْرَب قطيع | ق د ح:B003@2:طعن في النسب | ن ق ع:B009@4:نقعه بالشتم القبيح		P2539	P2539[ر ب ب:B014→ح ب ب:B010 ; ن ق ع:B009→ح ب ب:B010 ; ق د ح:B003→ن ق ع:B009]
