rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
4587	P4587	0.4309	comfort / syrup / paste / condiment	2,5,7	ر ب ب ع و ن ن ع م	ر ب ب:B006:رُبّ خاثر وإصلاح به | ع و ن:B005:استواء الخلقة وتلاحق القوة | ن ع م:B002:اللين والنعومة ورفاه العيش
4588	P4588	0.4309	intent / mainstay / pillar / coarseness	4,6,7	غ ض ب م ل ك ه د ي	م ل ك:B005:مِلاك الأمر وعِماده | ه د ي:B002:جهة الأمر وسيرته وقصده | غ ض ب:B005:غلظ الجسم وشدة الحمرة
4589	P4589	0.4309	covenant / comfort / refugee / treaty	2,6,7	ر ب ب ن ع م ه د ي	ر ب ب:B011:ربابة عهد وميثاق | ه د ي:B007:هدي الحرمة والأسير | ن ع م:B002:اللين والنعومة ورفاه العيش
4590	P4590	0.4308	emotion_ethics/ethics_morality / divinity / boast / pity	1,2,3,5	ح م د ر ح م ع ب د	ر ح م:B001:الرَّحْمَة والرقة | ح م د:B005:يتحمد بالمنة | ع ب د:B008:الأنفة والغضب
4591	P4591	0.4307	disease / overcast / guide / forerunner	2,4,6	ر ب ب ق و م م ل ك	ر ب ب:B008:رباب السحاب | م ل ك:B008:المتقدم القائد في الحيوان | ق و م:B020:قوام في قوائم الشاة
4592	P4592	0.4307	heraldry / swallowing / fury / banner	2,6,7	ص ر ط ع ل م غ ض ب	ع ل م:B002:أثر يميز الشيء ويهدي إليه | ص ر ط:B002:الغيبة في المرور والبلع | غ ض ب:B001:اشتداد السخط وثورانه للانتقام
4593	P4593	0.4306	support / overcast / guide / forerunner	2,4,6	ر ب ب ق و م م ل ك	ر ب ب:B008:رباب السحاب | م ل ك:B008:المتقدم القائد في الحيوان | ق و م:B012:آلة قائمة وجزء قائم
4594	P4594	0.4306	stray / owner / wildness / wasteland	2,5,7	ر ب ب ض ل ل ع و ن	ر ب ب:B007:لزوم وإقامة ودوام | ع و ن:B006:العانة قطيع الحمر | ض ل ل:B005:الضالّة في المضيعة
4595	P4595	0.4305	stoutness / antiquity / cultivation / vitality	5,6,7	ص ر ط ع ب د ع و ن	ع ب د:B007:القوة والصلابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة
4596	P4596	0.4304	stray / owner / swiftness / wasteland	2,5,7	ر ب ب ض ل ل ع ب د	ر ب ب:B014:رَبْرَب قطيع | ع ب د:B009:قلة اللبث وسرعة العدو | ض ل ل:B005:الضالّة في المضيعة
4597	P4597	0.4304	ritual_belief/religion_worship / devotion / worship / religion	1,2,4	ء ل ه د ي ن س م و	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد
4598	P4598	0.4304	stray / carnivore / hyena / swallowing	2,6,7	ص ر ط ض ل ل ع ل م	ع ل م:B007:ذكر الضباع يسمى العيلام | ص ر ط:B002:الغيبة في المرور والبلع | ض ل ل:B005:الضالّة في المضيعة
4599	P4599	0.4304	inflammation / body_health_life/reproduction_birth / heraldry / puffiness	1,2,3,7	ر ح م ع ل م غ ض ب	ر ح م:B003:رَحِم الأنثى | ع ل م:B002:أثر يميز الشيء ويهدي إليه | غ ض ب:B006:تورم العين وما حولها
4600	P4600	0.4304	inflammation / vision / honor / body_health_life/reproduction_birth	1,3,7	ر ح م غ ض ب ن ع م	ر ح م:B003:رَحِم الأنثى | ن ع م:B013:نعم الله بك عينا وقرة العين | غ ض ب:B006:تورم العين وما حولها
4601	P4601	0.4303	posture / invocation / regret / zeal	1,2,5,6	ء ل ه ع ب د ق و م	ء ل ه:B002:اسم الله في القسم والنداء | ع ب د:B008:الأنفة والغضب | ق و م:B002:انتصاب وقيام بالبدن
4602	P4602	0.4303	virtue / reputation / regret / zeal	2,5,7	ح م د ع ب د غ ض ب	ح م د:B003:المحمود كثير الخصال | ع ب د:B008:الأنفة والغضب | غ ض ب:B004:صلابة الصخرة وتماسكها
4603	P4603	0.4303	bird / mounting / swallowing / ingestion	1,6,7	س م و ص ر ط ن ع م	س م و:B003:تطاول الفحل على الشول | ص ر ط:B002:الغيبة في المرور والبلع | ن ع م:B006:النعام والنعامة الطائر
4604	P4604	0.4303	burial / disappearance / swallowing / hiddenness	4,6,7	ص ر ط ض ل ل م ل ك	م ل ك:B007:الماء مَلَك الأمر | ص ر ط:B002:الغيبة في المرور والبلع | ض ل ل:B002:الغيبوبة والخفاء
4605	P4605	0.4302	pedestrian / travel / mounting / cosmetic	1,5,7	س م و ع ب د ن ع م	س م و:B003:تطاول الفحل على الشول | ع ب د:B012:صَلاءة الطيب | ن ع م:B012:المشي على القدم وابتذالها
4606	P4606	0.4302	demand / comfort / settlement / sales	5,6,7	ع ب د ق و م ن ع م	ع ب د:B009:قلة اللبث وسرعة العدو | ق و م:B018:نفاق السوق | ن ع م:B011:موافقة المكان وطيب المقام
4607	P4607	0.4302	comfort / heraldry / banner / semiotics	2,4,7	ع ل م م ل ك ن ع م	ع ل م:B002:أثر يميز الشيء ويهدي إليه | م ل ك:B001:قوة الشيء وتماسكه | ن ع م:B002:اللين والنعومة ورفاه العيش
4608	P4608	0.4301	stopping / inability / freezing / mounting	1,5,6	س م و ع و ن ق و م	س م و:B003:تطاول الفحل على الشول | ع و ن:B005:استواء الخلقة وتلاحق القوة | ق و م:B016:جمود ووقوف وكلال
4609	P4609	0.4301	ritual_belief/religion_worship / ceiling / overhead / misguidance	1,6,7	س م و ض ل ل ه د ي	س م و:B004:السماء وما علا فأظل | ه د ي:B005:الهدي المهدى إلى الحرم | ض ل ل:B001:الضلال عن الهدى والقصد
4610	P4610	0.4301	fury / resentment / wrath / stay	2,6,7	ر ب ب غ ض ب ق و م	ر ب ب:B007:لزوم وإقامة ودوام | ق و م:B011:قامة وقوام الجسم والطول | غ ض ب:B001:اشتداد السخط وثورانه للانتقام
4611	P4611	0.4301	comfort / care / governance / settlement	2,6,7	ر ب ب ق و م ن ع م	ر ب ب:B002:إصلاح وتربية وإتمام | ق و م:B004:رعاية وحفظ وولاية | ن ع م:B011:موافقة المكان وطيب المقام
4612	P4612	0.4301	demand / comfort / sales / economy_property/commerce_exchange	2,6,7	ر ب ب ق و م ن ع م	ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ق و م:B018:نفاق السوق | ن ع م:B002:اللين والنعومة ورفاه العيش
4613	P4613	0.4301	dominion / governance / hierarchy / kingship	2,4,5	ر ب ب ع و ن م ل ك	ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B003:المُلك والسلطان | ع و ن:B001:الإعانة والمظاهرة
4614	P4614	0.43	ritual_belief/religion_worship / devotion / worship / religion	1,2,4,5	ء ل ه د ي ن ع ب د	ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B009:قلة اللبث وسرعة العدو
4615	P4615	0.43	repair / care / pricing / nurture	2,6,7	ر ب ب غ ي ر ق و م	ر ب ب:B002:إصلاح وتربية وإتمام | ق و م:B010:قيمة وتقويم وتسعير | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
4616	P4616	0.43	support / guide / forerunner / handle	4,6,7	ق و م م ل ك ن ع م	م ل ك:B008:المتقدم القائد في الحيوان | ق و م:B012:آلة قائمة وجزء قائم | ن ع م:B008:طيران النعامة وتفرق القوم
4617	P4617	0.4299	grammar / preposition / quantification / invocation	1,2,6	ء ل ه ر ب ب ه د ي	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B015:حرف رب وربما | ه د ي:B010:هدي السكون وحسن الهيئة
4618	P4618	0.4299	judgment / reckoning / recompense / pillar	2,4,6	د ي ن ر ب ب ق و م	ر ب ب:B007:لزوم وإقامة ودوام | د ي ن:B002:الحساب والجزاء | ق و م:B009:قوام وعماد ومعاش
4619	P4619	0.4299	rectitude / delegation / evenness / moderation	2,4,6	د ي ن ر ب ب ق و م	ر ب ب:B007:لزوم وإقامة ودوام | د ي ن:B007:التصديق والتفويض | ق و م:B008:استقامة واعتدال واستواء
4620	P4620	0.4299	stray / owner / wasteland / cattle	2,5,7	ر ب ب ض ل ل ع و ن	ر ب ب:B014:رَبْرَب قطيع | ع و ن:B005:استواء الخلقة وتلاحق القوة | ض ل ل:B005:الضالّة في المضيعة
4621	P4621	0.4299	inflammation / posture / puffiness / stance	2,6,7	ع ل م غ ض ب ق و م	ع ل م:B004:شق ظاهر في الشفة العليا | ق و م:B002:انتصاب وقيام بالبدن | غ ض ب:B006:تورم العين وما حولها
4622	P4622	0.4299	lending / pricing / borrowing / credit	4,5,6	د ي ن ع و ن ق و م	د ي ن:B003:الدين المالي | ع و ن:B004:النخلة العَوانة القديمة | ق و م:B010:قيمة وتقويم وتسعير
4623	P4623	0.4299	ewe / restoration / front / leader	2,6,7	ر ب ب غ ي ر ه د ي	ر ب ب:B009:شاة رُبّى وحداثة | ه د ي:B003:المتقدم الهادي وأوائل الشيء | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح
4624	P4624	0.4299	pricing / appraisal / economy_property/commerce_exchange / approval	2,5,6	ح م د ع و ن ق و م	ح م د:B002:وجود الشيء محمودا | ع و ن:B001:الإعانة والمظاهرة | ق و م:B010:قيمة وتقويم وتسعير
4625	P4625	0.4298	posture / breakdown / mounting / stance	1,5,6	س م و ع ب د ق و م	س م و:B003:تطاول الفحل على الشول | ع ب د:B011:العطب والانقطاع | ق و م:B002:انتصاب وقيام بالبدن
4626	P4626	0.4298	advocacy / enslavement / subjugation / approval	2,5,7	ح م د ع ب د غ ض ب	ح م د:B002:وجود الشيء محمودا | ع ب د:B004:التعبيد والاستعباد | غ ض ب:B002:الغضب لشخص حي أو به بعد موته
4627	P4627	0.4298	loss / intactness / cohesion / reinforcement	4,6,7	ض ل ل ق و م م ل ك	م ل ك:B001:قوة الشيء وتماسكه | ق و م:B021:عين قائمة ذاهبة البصر | ض ل ل:B003:فقدان الشيء
4628	P4628	0.4297	pubis / pricing / delegation / groin	4,5,6	د ي ن ع و ن ق و م	د ي ن:B007:التصديق والتفويض | ع و ن:B007:عانة الرجل | ق و م:B010:قيمة وتقويم وتسعير
4629	P4629	0.4297	praise / reputation / south / cosmetic	1,5,7	س م و ع ب د ن ع م	س م و:B008:الصيت الحسن المنتشر | ع ب د:B012:صَلاءة الطيب | ن ع م:B009:النعامى ريح لينة
4630	P4630	0.4297	adoration / paving / daytime / smoothing	1,2,4,5	ء ل ه ع ب د ي و م	ء ل ه:B001:التعبد والمعبود | ي و م:B001:وقت النهار المحدود | ع ب د:B005:التذليل والتسوية
4631	P4631	0.4296	men / enslavement / boast / subjugation	2,5,6	ح م د ع ب د ق و م	ح م د:B005:يتحمد بالمنة | ع ب د:B004:التعبيد والاستعباد | ق و م:B001:جماعة الناس والرجال
4632	P4632	0.4295	heraldry / food / syrup / paste	2,6,7	ر ب ب ص ر ط ع ل م	ر ب ب:B006:رُبّ خاثر وإصلاح به | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ص ر ط:B002:الغيبة في المرور والبلع
4633	P4633	0.4295	bird / support / greenery / handle	2,6,7	ر ب ب ق و م ن ع م	ر ب ب:B012:ربة نبات | ق و م:B012:آلة قائمة وجزء قائم | ن ع م:B006:النعام والنعامة الطائر
4634	P4634	0.4295	support / handle / stay / part	2,6,7	ر ب ب ص ر ط ق و م	ر ب ب:B007:لزوم وإقامة ودوام | ص ر ط:B003:السيف القاطع الماضي في الضربة | ق و م:B012:آلة قائمة وجزء قائم
4635	P4635	0.4295	posture / body_health_life/reproduction_birth / uterus / annoyance	1,3,6,7	ر ح م غ ض ب ق و م	ر ح م:B003:رَحِم الأنثى | ق و م:B002:انتصاب وقيام بالبدن | غ ض ب:B007:العبوس والضجر والعظم في وصف الحيوان أو الشخص
4636	P4636	0.4294	pricing / appraisal / economy_property/commerce_exchange / recognition	2,5,6	ع ل م ع و ن ق و م	ع ل م:B001:انكشاف الشيء للعارف | ع و ن:B001:الإعانة والمظاهرة | ق و م:B010:قيمة وتقويم وتسعير
4637	P4637	0.4293	satire / enslavement / delegation / poem	4,5,6	د ي ن ع ب د ه د ي	د ي ن:B007:التصديق والتفويض | ع ب د:B004:التعبيد والاستعباد | ه د ي:B011:إهداء الشعر ومهاداته
4638	P4638	0.4293	present / body_health_life/reproduction_birth / offering / physique	1,3,5,6	ر ح م ع و ن ه د ي	ر ح م:B004:وجع الرَّحِم بعد الولادة | ع و ن:B005:استواء الخلقة وتلاحق القوة | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة
4639	P4639	0.4293	hawk / indemnity / restitution / falcon	1,2,7	س م و ع ل م غ ي ر	س م و:B001:العلو والارتفاع | ع ل م:B006:طائر جارح يسمى العلام | غ ي ر:B002:الغَيْر في الدية
4640	P4640	0.4293	visibility / recognition / figure / awareness	1,2,6	س م و ع ل م ه د ي	س م و:B002:الشخص المرتفع الظاهر | ع ل م:B001:انكشاف الشيء للعارف | ه د ي:B003:المتقدم الهادي وأوائل الشيء
4641	P4641	0.4293	veneration / intensification / degree / soreness	5,6,7	ع ب د ق و م ن ع م	ع ب د:B006:التكريم والتعظيم | ق و م:B019:وجع قائم بالعضو | ن ع م:B010:زاد وأنعم في الفعل
4642	P4642	0.4293	divinity / divergence / present / pity	1,3,5,6	ر ح م ع ب د ه د ي	ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B010:التفرق في الوجوه | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة
4643	P4643	0.4292	comfort / residence / judgment / settlement	2,4,7	د ي ن ر ب ب ن ع م	ر ب ب:B007:لزوم وإقامة ودوام | د ي ن:B002:الحساب والجزاء | ن ع م:B011:موافقة المكان وطيب المقام
4644	P4644	0.4291	body_health_life/reproduction_birth / comfort / uterus / ewe	1,2,3,7	ر ب ب ر ح م ن ع م	ر ح م:B003:رَحِم الأنثى | ر ب ب:B009:شاة رُبّى وحداثة | ن ع م:B002:اللين والنعومة ورفاه العيش
4645	P4645	0.4291	posture / stance / stoutness / standing	2,5,6	ع ب د ع ل م ق و م	ع ل م:B004:شق ظاهر في الشفة العليا | ع ب د:B007:القوة والصلابة | ق و م:B002:انتصاب وقيام بالبدن
4646	P4646	0.4291	cattle / livestock / ritual_belief/religion_worship / regret	5,6,7	ع ب د ن ع م ه د ي	ع ب د:B008:الأنفة والغضب | ه د ي:B005:الهدي المهدى إلى الحرم | ن ع م:B005:مال الأنعام والإبل
4647	P4647	0.429	posture / regret / zeal / stance	2,5,6	ر ب ب ع ب د ق و م	ر ب ب:B012:ربة نبات | ع ب د:B008:الأنفة والغضب | ق و م:B002:انتصاب وقيام بالبدن
4648	P4648	0.429	competition / boasting / stoutness / defeat	1,5,7	س م و ع ب د ن ع م	س م و:B007:المساماة والمباراة | ع ب د:B007:القوة والصلابة | ن ع م:B008:طيران النعامة وتفرق القوم
