rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
2513	P2513	0.5493	aggregation / result / grammar / consolidation	1,5,6,10,11	ج م ع ح ص ل ر ب ب ع د و	ع د و:B004:المجاوزة والاستثناء والصرف | ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ر ب ب:B015:حرف رب وربما | ح ص ل:B001:جمع الشيء حتى يظهر حاصله
2514	P2514	0.549	aggregation / sign / mark / consolidation	5,6,7,9,11	ج م ع ر ب ب ش ه د ع ل م	ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B008:العلامة الشاهدة | ع ل م:B002:أثر يميز الشيء ويهدي إليه
2515	P2515	0.5485	anger / blood / midpoint / afterbirth	5,6,7,9,11	ر ب ب ش ه د ق ب ر و س ط	و س ط:B002:موضع الوسط بين الأطراف | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ق ب ر:B004:طرف الأنف في الغضب
2516	P2516	0.5481	solid / portion / division / captain	4,5,6,10,11	ث و ر ر ب ب ص د ر و س ط	ث و ر:B005:ثورة الأقط: قطعة جامدة | و س ط:B006:قطع الشيء نصفين | ر ب ب:B017:رباني الملاحين | ص د ر:B006:الطائفة من الشيء
2517	P2517	0.5476	cycle / light / zenith / syrup	1,3,6,8,11	ر ب ب ش د د ص ب ح ض ب ح	ض ب ح:B001:صوت الضباح | ص ب ح:B001:الصبح وأول النهار | ر ب ب:B006:رُبّ خاثر وإصلاح به | ش د د:B005:شد النهار وارتفاعه
2518	P2518	0.5475	alliance / sequence / complicity / cognition_perception/reasoning_decision	1,2,5,6,11	ج م ع ر ب ب ع د و ق د ح	ع د و:B008:العِداء في تعاقب الصيد | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B011:ربابة عهد وميثاق
2519	P2519	0.547	hindrance / indemnity / restitution / treaty	1,3,6,8,11	ر ب ب ش د د ع د و غ ي ر	ع د و:B007:العَوادي والعادية الشاغلة | غ ي ر:B002:الغَيْر في الدية | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B003:شد الحملة والعدو
2520	P2520	0.5454	blood / retrieval / broth / scoop	2,6,7,8,11	ر ب ب ش د د ش ه د ق د ح	ق د ح:B005:غرف ما في القدر | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ش د د:B002:شدة القوة والصلابة
2521	P2521	0.5453	water / surface / algae / lung	2,4,6,8,11	ث و ر ح ب ب ر ب ب و ر ي	و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ث و ر:B007:ثور الماء: طحلب يعلو السطح | ر ب ب:B013:ماء رَبَب كثير | ح ب ب:B006:الري حتى الامتلاء
2522	P2522	0.5447	cognition_perception/knowledge_learning / knowledge / sage / communication	2,4,6,9,11	ث و ر ر ب ب ع ل م و ر ي	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ث و ر:B003:هيجان إلى مواجهة أو غضب | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف
2523	P2523	0.5446	surface / sequence / algae / ripple	1,4,6,8,11	ث و ر ح ب ب ر ب ب ع د و	ع د و:B008:العِداء في تعاقب الصيد | ث و ر:B007:ثور الماء: طحلب يعلو السطح | ر ب ب:B011:ربابة عهد وميثاق | ح ب ب:B008:حباب الماء فقاقيعه وطرائقه
2524	P2524	0.5443	division / bisection / fraction / section	5,6,8,10,11	ح ب ب ر ب ب ص د ر و س ط	و س ط:B006:قطع الشيء نصفين | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B010:الحبحاب الصغير القصير | ص د ر:B006:الطائفة من الشيء
2525	P2525	0.5443	nurse / stepchild / grandchild / childcare	1,2,6,9,11	ر ب ب ع د و ع ل م و ر ي	ع د و:B002:العَدْو والحَضْر | و ر ي:B007:ولد الولد يأتي من وراء الابن | ر ب ب:B005:ربيب وربيبة ورابة | ع ل م:B007:ذكر الضباع يسمى العيلام
2526	P2526	0.544	aggression / sweetness / wax / violation	1,6,7,8,11	ر ب ب ش د د ش ه د ع د و	ع د و:B001:مجاوزة الحد والظلم | ر ب ب:B011:ربابة عهد وميثاق | ش ه د:B007:الشَّهْد في الشمع | ش د د:B003:شد الحملة والعدو
2527	P2527	0.5437	grammar / speech / preposition / quantification	2,4,6,9,11	ب ع ث ر ر ب ب ق د ح ن ق ع	ق د ح:B003:طعن في النسب | ن ق ع:B009:نقعه بالشتم القبيح | ر ب ب:B015:حرف رب وربما | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2528	P2528	0.5434	hierarchy / gaming / dominion / sunrise	2,3,6,10,11	ر ب ب ص ب ح ص د ر ق د ح	ق د ح:B007:عود السهم والقدح في الميسر | ص ب ح:B001:الصبح وأول النهار | ر ب ب:B001:ربوبية وملك وسيادة | ص د ر:B002:المقدّم والأعلى والأول
2529	P2529	0.5433	cognition_perception/knowledge_learning / knowledge / egress / grandchild	2,6,9,10,11	ر ب ب ص د ر ع ل م و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | ص د ر:B003:الصُّدور عن المورد
2530	P2530	0.543	desire / condition_force_change/control_restraint / commendation / twisting	1,5,6,8,11	ج م ع ح ب ب ر ب ب ع د و	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ح ب ب:B003:صيغة المدح وغاية الرغبة
2531	P2531	0.5429	sweetness / wax / parsimony / avarice	6,7,8,9,11	ب ع ث ر ر ب ب ش د د ش ه د	ر ب ب:B002:إصلاح وتربية وإتمام | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2532	P2532	0.5427	infection / experience / resource / epidemiology	1,2,4,6,11	ر ب ب ع د و ن ق ع و ر ي	ع د و:B006:العَدْوى في انتقال الداء | و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | ن ق ع:B008:شراب بأنقع مجرب للموارد | ر ب ب:B013:ماء رَبَب كثير
2533	P2533	0.5426	desire / echo / commendation / demolition	1,6,8,9,11	ب ع ث ر ح ب ب ر ب ب ض ب ح	ض ب ح:B001:صوت الضباح | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ح ب ب:B003:صيغة المدح وغاية الرغبة | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه
2534	P2534	0.542	selection / midpoint / righteousness / dominion	3,5,6,8,11	خ ي ر ر ب ب غ ي ر و س ط	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | و س ط:B002:موضع الوسط بين الأطراف | ر ب ب:B001:ربوبية وملك وسيادة | خ ي ر:B002:فضل الصلاح والاصطفاء
2535	P2535	0.5417	grammar / concealment / exhumation / preposition	2,4,6,9,11	ب ع ث ر ث و ر ر ب ب و ر ي	و ر ي:B005:ستر الشيء وجعله وراء الظهور | ث و ر:B003:هيجان إلى مواجهة أو غضب | ر ب ب:B015:حرف رب وربما | ب ع ث ر:B001:قلب التراب وكشف المدفون
2536	P2536	0.5416	dominion / wholeness / entirety / alteration	3,5,6,9,11	ب ع ث ر ج م ع ر ب ب غ ي ر	غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ج م ع:B009:اكتمال الشيء كله بلا تفرق أو نقص | ر ب ب:B001:ربوبية وملك وسيادة | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2537	P2537	0.5415	fire / land_water_sky/fire_heat / retrieval / broth	1,2,6,8,11	ر ب ب ش د د ض ب ح ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B005:غرف ما في القدر | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق
2538	P2538	0.5411	nick / ribcage / dominion / sternum	2,6,8,10,11	ر ب ب ش د د ص د ر ق د ح	ق د ح:B002:نقر الشيء وعيبه | ر ب ب:B001:ربوبية وملك وسيادة | ش د د:B001:شد العقد والوثاق | ص د ر:B001:الصدر الجارحة وما يتصل بها
2539	P2539	0.5406	speech / abuse / defamation / attack	2,4,6,8,11	ح ب ب ر ب ب ق د ح ن ق ع	ق د ح:B003:طعن في النسب | ن ق ع:B009:نقعه بالشتم القبيح | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B010:الحبحاب الصغير القصير
2540	P2540	0.5397	egress / grandchild / leaving / son	1,2,6,10,11	ر ب ب ص د ر ع د و و ر ي	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | و ر ي:B007:ولد الولد يأتي من وراء الابن | ر ب ب:B007:لزوم وإقامة ودوام | ص د ر:B003:الصُّدور عن المورد
2541	P2541	0.5395	sequence / quarry / treaty / pact	1,3,6,9,11	ب ع ث ر ر ب ب ع د و غ ي ر	ع د و:B008:العِداء في تعاقب الصيد | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ر ب ب:B011:ربابة عهد وميثاق | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2542	P2542	0.5391	solid / chunk / momentum / curd	4,5,6,8,11	ث و ر ج م ع ح ب ب ر ب ب	ث و ر:B005:ثورة الأقط: قطعة جامدة | ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B010:الحبحاب الصغير القصير
2543	P2543	0.539	hindrance / treaty / pact / distraction	1,6,8,9,11	ب ع ث ر ر ب ب ش د د ع د و	ع د و:B007:العَوادي والعادية الشاغلة | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
2544	P2544	0.5388	knowledge / running / evidence / cognition_perception/knowledge_learning	1,6,7,8,11	ر ب ب ش د د ش ه د ع د و	ع د و:B002:العَدْو والحَضْر | ر ب ب:B003:علم رباني | ش ه د:B002:البيان بعلم | ش د د:B003:شد الحملة والعدو
2545	P2545	0.5387	selection / exhumation / nurture / firestick	2,6,8,9,11	ب ع ث ر خ ي ر ر ب ب و ر ي	و ر ي:B003:زند يقدح نجاحا أو نصرة | ر ب ب:B002:إصلاح وتربية وإتمام | خ ي ر:B003:طلب الخير بالاختيار والاستخارة | ب ع ث ر:B001:قلب التراب وكشف المدفون
2546	P2546	0.5387	cycle / light / color / blackening	1,3,6,8,11	ر ب ب ش د د ص ب ح ض ب ح	ض ب ح:B004:تغير اللون إلى السواد | ص ب ح:B001:الصبح وأول النهار | ر ب ب:B002:إصلاح وتربية وإتمام | ش د د:B005:شد النهار وارتفاعه
2547	P2547	0.5383	alliance / complicity / thousand / redress	1,2,5,6,11	ج م ع ر ب ب ع د و ق د ح	ع د و:B005:العَدْوى في طلب الإنصاف | ق د ح:B003:طعن في النسب | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة
2548	P2548	0.5382	egress / grandchild / leaving / son	2,6,8,10,11	ر ب ب ش د د ص د ر و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق | ص د ر:B003:الصُّدور عن المورد
2549	P2549	0.5381	speech / nurture / virginity / body_health_life/reproduction_birth	2,4,5,6,11	ج م ع ر ب ب ق د ح ن ق ع	ق د ح:B003:طعن في النسب | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B007:حال المرأة أو الأنثى التي بقي حملها أو عذرها معها | ر ب ب:B002:إصلاح وتربية وإتمام
2550	P2550	0.5376	gambling / arrow / fire / ritual	1,2,5,6,11	ج م ع ر ب ب ض ب ح ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B007:عود السهم والقدح في الميسر | ج م ع:B006:اتصال الجماع والمجامعة | ر ب ب:B010:ربابة تجمع القداح
2551	P2551	0.5375	residue / cycle / light / zenith	1,3,6,8,11	ر ب ب ش د د ص ب ح ض ب ح	ض ب ح:B005:الرماد | ص ب ح:B001:الصبح وأول النهار | ر ب ب:B013:ماء رَبَب كثير | ش د د:B005:شد النهار وارتفاعه
2552	P2552	0.5373	surface / death / ripple / bubble	2,4,6,8,11	ح ب ب ر ب ب ن ق ع و ر ي	و ر ي:B004:شحم وار وسمن ظاهر | ن ق ع:B006:سم ناقع ثابت أو قاتل | ر ب ب:B013:ماء رَبَب كثير | ح ب ب:B008:حباب الماء فقاقيعه وطرائقه
2553	P2553	0.5361	dominion / echo / demolition / inversion	1,6,8,9,11	ب ع ث ر ر ب ب ش د د ض ب ح	ض ب ح:B001:صوت الضباح | ر ب ب:B001:ربوبية وملك وسيادة | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه
2554	P2554	0.5356	fire / nick / land_water_sky/fire_heat / midpoint	1,2,5,6,11	ر ب ب ض ب ح ق د ح و س ط	ض ب ح:B003:إحراق أعالي العود | ق د ح:B002:نقر الشيء وعيبه | و س ط:B002:موضع الوسط بين الأطراف | ر ب ب:B001:ربوبية وملك وسيادة
2555	P2555	0.5348	gambling / sweetness / arrow / ritual	2,6,7,8,11	ر ب ب ش د د ش ه د ق د ح	ق د ح:B007:عود السهم والقدح في الميسر | ر ب ب:B010:ربابة تجمع القداح | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل
2556	P2556	0.5338	anger / fist / handful / body_health_life/anatomy	5,6,8,9,11	ج م ع ح ب ب ر ب ب ق ب ر	ج م ع:B005:قبضة الكف إذا ضمت الأصابع | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B010:الحبحاب الصغير القصير | ق ب ر:B004:طرف الأنف في الغضب
2557	P2557	0.5332	surface / ripple / bubble / momentum	4,5,6,8,11	ج م ع ح ب ب ر ب ب ن ق ع	ن ق ع:B001:استقرار الماء وما ينقع فيه | ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B002:إصلاح وتربية وإتمام | ح ب ب:B008:حباب الماء فقاقيعه وطرائقه
2558	P2558	0.531	ecology / plant / livestock / kneeling	1,3,6,8,11	ح ب ب ر ب ب ص ب ح ع د و	ع د و:B011:العَدَوِيّة من نبات الصيف | ص ب ح:B008:الناقة المصباح | ر ب ب:B012:ربة نبات | ح ب ب:B010:الحبحاب الصغير القصير
2559	P2559	0.5288	attack / pursuit / sequence / conflict_security/violence_warfare	1,3,6,8,11	ر ب ب ش د د ص ب ح ع د و	ع د و:B008:العِداء في تعاقب الصيد | ص ب ح:B004:يوم الصباح | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B003:شد الحملة والعدو
2560	P2560	0.5277	tribe / avian / lark / songbird	4,5,6,9,11	ث و ر ج م ع ر ب ب ق ب ر	ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ج م ع:B006:اتصال الجماع والمجامعة | ر ب ب:B004:ربة وجماعات كثيرة | ق ب ر:B003:القُبَّرة الطائر
2561	P2561	0.5273	sign / mark / cognition_perception/knowledge_learning / heraldry	1,6,7,9,11	ر ب ب ش ه د ع د و ع ل م	ع د و:B009:العَداء والعُدوة في الجانب والطوار | ر ب ب:B003:علم رباني | ش ه د:B008:العلامة الشاهدة | ع ل م:B002:أثر يميز الشيء ويهدي إليه
2562	P2562	0.5267	residue / sequence / quarry / treaty	1,6,8,10,11	ح ب ب ح ص ل ر ب ب ع د و	ع د و:B008:العِداء في تعاقب الصيد | ر ب ب:B011:ربابة عهد وميثاق | ح ب ب:B001:الحبة التي تنبت وتحمل الحب | ح ص ل:B003:البقية والحثالة بعد الرفع أو الفصل
